smiles,homo,lumo,gap
CCCCCO,-0.2614,0.0813,0.3427
CCCCOC,-0.2496,0.0912,0.3409
CCCOCC,-0.2481,0.0928,0.3409
CCOCCO,-0.2599,0.0832,0.3431
COCCCO,-0.2515,0.078,0.3295
COCCOC,-0.2512,0.0848,0.336
C(CCO)CO,-0.2614,0.0773,0.3388
C#CC1CCC1,-0.2544,0.0501,0.3045
C#CC1CCO1,-0.2535,0.0206,0.274
C#CC1COC1,-0.2533,0.0374,0.2907
C1CC(C1)C#N,-0.3085,0.0282,0.3367
N#CC1CCN1,-0.2526,0.0144,0.267
N#CC1CCO1,-0.2807,-0.0024,0.2783
C1C(CO1)C#N,-0.2731,0.0136,0.2867
C1CC(C1)C=O,-0.2459,-0.023,0.2229
O=CC1CCO1,-0.2487,-0.0357,0.2129
C1C(CO1)C=O,-0.2557,-0.0341,0.2215
C1CN(C1)C=O,-0.2396,0.0265,0.2661
CN=C1CCO1,-0.2475,0.0325,0.28
CCC1CCC1,-0.2855,0.0897,0.3752
CCC1CCO1,-0.2406,0.087,0.3276
CCC1COC1,-0.2416,0.0778,0.3194
COC1CCC1,-0.2445,0.0871,0.3316
COC1COC1,-0.247,0.0697,0.3167
C1CC(C1)CO,-0.2613,0.0775,0.3388
OCC1CCO1,-0.2475,0.0698,0.3174
C1C(CO1)CO,-0.2432,0.0686,0.3118
C#CCC1CC1,-0.2584,0.0556,0.314
C#CCC1CO1,-0.2611,0.0484,0.3095
C#CCN1CC1,-0.239,0.0381,0.2771
C1CC1CC#N,-0.3029,0.0346,0.3375
N#CCC1CN1,-0.2641,0.0237,0.2878
N#CCC1CO1,-0.2893,0.0256,0.3149
C1CN1CC#N,-0.2611,0.0199,0.281
N=COC1CC1,-0.2588,0.0211,0.2799
C1CC1CC=O,-0.2458,-0.0201,0.2258
O=CCC1CN1,-0.2489,-0.0268,0.2221
O=CCC1CO1,-0.2535,-0.0285,0.2249
C1CN1CC=O,-0.2497,-0.0251,0.2245
C1CC1NC=O,-0.2469,0.0288,0.2757
C1CC1OC=O,-0.2762,0.0022,0.2785
CC#CC1CC1,-0.2264,0.0572,0.2837
CC#CC1CN1,-0.229,0.0408,0.2698
CC#CC1CO1,-0.2473,0.0288,0.276
CCCC1CC1,-0.2707,0.0954,0.3661
CCCC1CO1,-0.2621,0.0961,0.3582
CCCN1CC1,-0.2296,0.0931,0.3227
CCOC1CC1,-0.2424,0.0952,0.3376
COCC1CC1,-0.2495,0.0923,0.3419
COCC1CN1,-0.2447,0.0781,0.3228
COCC1CO1,-0.2579,0.0832,0.3412
C1CC1CCO,-0.2617,0.0807,0.3424
OCCC1CO1,-0.2659,0.0771,0.343
C1CN1CCO,-0.2447,0.0883,0.333
CC1CC1C#C,-0.24,0.0508,0.2907
CC1CC1C#N,-0.2867,0.0307,0.3174
CC1NC1C#C,-0.2454,0.0378,0.2832
CC1NC1C#N,-0.2776,0.016,0.2936
CC1OC1C#C,-0.2601,0.0209,0.281
CC1OC1C#N,-0.2985,-0.0034,0.2951
CN1CC1C#C,-0.2293,0.0338,0.2631
CN1CC1C#N,-0.2579,0.0112,0.2692
OC1CC1C#C,-0.2506,0.0359,0.2864
OC1CC1C#N,-0.278,0.0249,0.3029
CC1CC1C=O,-0.2446,-0.0158,0.2288
CC1CN1C=O,-0.2505,0.0039,0.2544
CC1NC1C=O,-0.2482,-0.0262,0.222
CC1OC1C=O,-0.2601,-0.0431,0.2169
CN1CC1C=O,-0.2353,-0.0384,0.1969
OC1CC1C=O,-0.2437,-0.0148,0.2289
CC1CC1CO,-0.2572,0.0794,0.3366
CC1NC1CO,-0.2467,0.072,0.3186
CC1OC1CO,-0.2622,0.0801,0.3423
CCC1CC1C,-0.263,0.094,0.357
CCC1CC1O,-0.2517,0.0822,0.3338
CCC1CN1C,-0.22,0.0865,0.3065
CCC1OC1C,-0.2567,0.0971,0.3538
CCN1CC1C,-0.2199,0.0929,0.3128
CN1CC1CO,-0.2232,0.0695,0.2927
COC1CC1C,-0.2416,0.093,0.3346
COC1CC1O,-0.2289,0.0739,0.3028
OCC1CC1O,-0.25,0.079,0.329
CC(=O)C1CC1,-0.2425,-0.0086,0.2339
CC(=O)C1CN1,-0.257,-0.0237,0.2334
CC(=O)C1CO1,-0.251,-0.027,0.224
CC(=O)N1CC1,-0.2455,0.0075,0.253
C1CC1C(=O)N,-0.2454,0.033,0.2784
NC(=O)C1CN1,-0.2521,0.0176,0.2697
NC(=O)C1CO1,-0.2507,0.012,0.2627
C1CN1C(=O)N,-0.2459,0.0373,0.2831
CC(C)C1CC1,-0.2725,0.0939,0.3665
CC(C)C1CO1,-0.2618,0.0883,0.3501
CC(C)N1CC1,-0.2299,0.0898,0.3196
CC(O)C1CC1,-0.2585,0.0791,0.3376
CC(O)C1CN1,-0.2355,0.0627,0.2983
CC(O)C1CO1,-0.265,0.0859,0.351
C1CC2(C1)CC2,-0.2618,0.0944,0.3562
C1CC12CCO2,-0.224,0.0811,0.3051
C1CC12COC2,-0.241,0.0696,0.3106
C1C2(N1)COC2,-0.2449,0.0588,0.3037
C1CC2(C1)CO2,-0.2579,0.0764,0.3343
C1C2(CO1)CO2,-0.2554,0.0656,0.3209
C1C2CC1C=C2,-0.2223,0.0181,0.2404
C1C2OC1C=C2,-0.2346,0.0008,0.2354
C1C2CC1CC2,-0.2957,0.0922,0.3879
C1C2CC1OC2,-0.2355,0.0984,0.3339
C1C2CCC1O2,-0.2427,0.0923,0.335
CC1C2CC1C2,-0.2892,0.1047,0.3939
CC1C2CC1O2,-0.2338,0.0894,0.3232
OC1C2CC1C2,-0.2526,0.0751,0.3278
OC1C2CC1O2,-0.2388,0.0631,0.3019
C1COCC=C1,-0.2427,0.0243,0.2671
C1CCC=CC1,-0.2343,0.0337,0.268
C1CN=COC1,-0.2453,0.0278,0.2732
C1CCCCC1,-0.2913,0.087,0.3783
C1CCOCC1,-0.2429,0.0894,0.3324
C1COCCO1,-0.2351,0.0954,0.3304
C1COCOC1,-0.2601,0.0912,0.3513
C1CC2CCC12,-0.2634,0.0842,0.3476
C1CC2OCC12,-0.2393,0.0766,0.3159
C1OC2COC12,-0.2484,0.0584,0.3068
CC1C2CCC12,-0.2481,0.0932,0.3413
CC1C2COC12,-0.2325,0.0823,0.3148
OC1C2CCC12,-0.2452,0.0769,0.3221
OC1C2COC12,-0.2374,0.0597,0.2971
C1C2CC=CC12,-0.2245,0.0251,0.2495
C1C2OC=NC12,-0.2458,0.015,0.2608
C1C=CC2NC12,-0.2299,0.0171,0.247
C1C=CC2OC12,-0.2454,0.0022,0.2477
C1C2CCCC12,-0.2611,0.0913,0.3524
C1C2CCOC12,-0.2271,0.0914,0.3186
C1C2COCC12,-0.2482,0.0925,0.3407
C1C2OCOC12,-0.2313,0.0896,0.3209
C1CC2OC2C1,-0.2561,0.0972,0.3533
C1OCC2NC12,-0.2391,0.0757,0.3149
C1OCC2OC12,-0.2557,0.0964,0.3521
N=C1OC2CC12,-0.2622,0.0182,0.2804
O=C1CC2CC12,-0.2407,-0.0079,0.2329
O=C1CC2CN12,-0.25,-0.0123,0.2378
O=C1CC2NC12,-0.2405,-0.0181,0.2224
O=C1CC2OC12,-0.2489,-0.031,0.2179
O=C1CN2CC12,-0.2495,-0.0245,0.225
O=C1NC2CC12,-0.2475,0.0085,0.2561
O=C1OC2CC12,-0.2803,-0.0009,0.2794
CC1CC2CC12,-0.2504,0.0931,0.3435
CC1CC2OC12,-0.2504,0.0893,0.3397
CC1OC2CC12,-0.2317,0.0887,0.3204
OC1CC2CC12,-0.25,0.0768,0.3269
OC1CC2NC12,-0.2377,0.0756,0.3133
OC1CC2OC12,-0.2521,0.0773,0.3294
OC1CN2CC12,-0.235,0.0621,0.2971
C1C2C3CC2C13,-0.2893,0.1064,0.3958
C1C2C3CN2C13,-0.2293,0.0946,0.324
C1C2C3OC2C13,-0.2321,0.0778,0.3099
N1C2C3NC2C13,-0.2251,0.0625,0.2876
N1C2C3OC2C13,-0.2396,0.0534,0.2929
O1C2C3OC2C13,-0.2495,0.0447,0.2942
C1CC1C2CC2,-0.2473,0.0925,0.3399
C1CC1C1CO1,-0.2596,0.0938,0.3534
C1CC1N2CC2,-0.2188,0.0925,0.3114
C1NC1C1CN1,-0.2328,0.0704,0.3032
C1NC1C1CO1,-0.2493,0.0746,0.3238
C1OC1C1CO1,-0.2647,0.0726,0.3373
C1C2C1C1CC21,-0.2073,0.0868,0.2941
C1C2C1C1NC21,-0.2059,0.0799,0.2857
C1C2C1C1OC21,-0.2318,0.0634,0.2952
C1C2C1N1CC21,-0.2206,0.0711,0.2917
N1C2C1C1NC21,-0.2009,0.0708,0.2717
N1C2C1C1OC21,-0.2233,0.0552,0.2785
O1C2C1C1OC21,-0.256,0.0396,0.2955
C1C2C3C1CN23,-0.2359,0.0934,0.3294
C1C2C3CC1C23,-0.2442,0.1074,0.3515
C1C2C3CC1N23,-0.2409,0.0905,0.3314
C1C2C3CN1C23,-0.2238,0.0883,0.3121
C1C2C3OC1C23,-0.2298,0.084,0.3137
C12C3C1C1C2C31,-0.2242,0.085,0.3092
C12C3C1N1C2C31,-0.2152,0.0669,0.2821
c1ccnnc1,-0.2329,-0.0503,0.1826
c1cnnnc1,-0.2556,-0.0696,0.186
c1nncnn1,-0.2475,-0.1121,0.1355
c1ncnnn1,-0.2631,-0.1005,0.1627
c1cnnnn1,-0.2639,-0.0979,0.166
Cc1ccn[nH]1,-0.2317,0.026,0.2577
Cc1ccno1,-0.2527,-0.0071,0.2456
Cc1cnn[nH]1,-0.251,0.0018,0.2527
Cc1cnno1,-0.2707,-0.0356,0.2351
Cc1c[nH]nc1,-0.2321,0.028,0.2601
Cc1c[nH]nn1,-0.2499,0.0027,0.2526
Cc1cnoc1,-0.2549,-0.008,0.247
Cc1conn1,-0.2697,-0.0371,0.2326
Cc1[nH]ncn1,-0.2565,0.011,0.2675
Cc1ncno1,-0.2874,-0.0235,0.2639
Cc1cc[nH]n1,-0.2393,0.0296,0.2689
Cc1nc[nH]n1,-0.2566,0.0134,0.27
Cc1cn[nH]n1,-0.2584,0.0012,0.2596
Cc1n[nH]nn1,-0.2882,-0.0242,0.264
Cc1ccon1,-0.2618,-0.0052,0.2566
Cc1ncon1,-0.2916,-0.0228,0.2687
Cc1cnon1,-0.3017,-0.0417,0.26
Cc1nnon1,-0.3198,-0.0698,0.25
Cn1cccn1,-0.2378,0.0247,0.2625
Cn1ccnn1,-0.2576,0.0014,0.2591
Cn1cncn1,-0.2624,0.0091,0.2716
Cn1cnnc1,-0.2491,0.0168,0.2659
Cn1cnnn1,-0.2827,-0.0149,0.2678
Cn1nccn1,-0.2587,-0.0011,0.2577
Cn1ncnn1,-0.2907,-0.0245,0.2662
Cn1nnnn1,-0.3198,-0.0474,0.2723
N=C1NC=NO1,-0.2313,-0.0026,0.2287
N=C1NN=NN1,-0.2243,-0.0198,0.2045
N=C1OC=NO1,-0.2634,-0.0221,0.2413
N=C1ON=NO1,-0.2947,-0.0759,0.2189
c1cn[nH]c1N,-0.206,0.038,0.244
c1cnoc1N,-0.218,0.0127,0.2307
c1c([nH]nn1)N,-0.2234,0.0126,0.236
c1c(onn1)N,-0.2338,-0.0171,0.2167
c1c(cn[nH]1)N,-0.1956,0.0301,0.2257
c1c(nn[nH]1)N,-0.2126,0.0044,0.217
c1c(con1)N,-0.2186,-0.0048,0.2138
c1c(nno1)N,-0.2311,-0.0346,0.1965
c1nc([nH]n1)N,-0.2268,0.0283,0.255
c1nc(on1)N,-0.2475,0.0015,0.249
c1c[nH]nc1N,-0.2006,0.0347,0.2353
c1[nH]nc(n1)N,-0.2143,0.0189,0.2332
c1c(n[nH]n1)N,-0.2181,0.006,0.2241
c1(n[nH]nn1)N,-0.2385,-0.0191,0.2194
c1conc1N,-0.2328,0.0029,0.2357
c1nc(no1)N,-0.2447,-0.0138,0.2309
c1c(non1)N,-0.2516,-0.0343,0.2173
c1(nnon1)N,-0.2663,-0.0625,0.2038
c1[nH]c(=O)[nH]n1,-0.2283,0.0138,0.2421
c1[nH]c(=O)on1,-0.2655,-0.0128,0.2527
c1(=O)[nH]nn[nH]1,-0.261,-0.0285,0.2325
c1(=O)[nH]nno1,-0.2987,-0.059,0.2397
c1noc(=O)o1,-0.2998,-0.0327,0.2672
c1(=O)onno1,-0.3348,-0.088,0.2469
c1cn[nH]c1O,-0.2185,0.0394,0.258
c1c(cn[nH]1)O,-0.2132,0.0237,0.2369
c1c(nn[nH]1)O,-0.2326,-0.0042,0.2284
c1nc([nH]n1)O,-0.2453,0.025,0.2703
c1c[nH]nc1O,-0.2207,0.0271,0.2478
c1[nH]nc(n1)O,-0.2392,0.0082,0.2475
c1c(n[nH]n1)O,-0.2405,-0.0028,0.2377
c1(n[nH]nn1)O,-0.269,-0.0312,0.2378
c1conc1O,-0.2581,-0.0063,0.2518
c1nc(no1)O,-0.2744,-0.0275,0.2469
c1(nnon1)O,-0.3005,-0.0778,0.2227
CC#CC(=NO)C,-0.2248,-0.0214,0.2034
CC(=NO)CC#C,-0.2492,0.0065,0.2556
CC(=NO)CC#N,-0.2661,-0.0126,0.2536
CC(=NO)CC=O,-0.2459,-0.0382,0.2077
CC(=NO)CCO,-0.2419,0.0103,0.2523
CCCC(=NO)C,-0.2382,0.0178,0.256
CC(=NO)COC,-0.2497,0.0055,0.2552
CC(=NO)C(=NO)C,-0.2278,-0.0326,0.1952
CC(=NO)C(=O)N,-0.2537,-0.0387,0.215
CC(C)C(=NO)C,-0.2393,0.0188,0.2581
CC(O)C(C)=NO,-0.2437,0.0114,0.255
CC1CC(C1)=NO,-0.2394,0.0102,0.2496
CN1CC(=NO)C1,-0.2202,0.0053,0.2255
ON=C1CC(O)C1,-0.2421,0.0067,0.2488
C#CC(=NO)C#C,-0.2418,-0.0602,0.1816
CCC(=NO)C#C,-0.2383,-0.031,0.2072
C#CC(=NO)CO,-0.237,-0.0314,0.2056
CCC(=NO)CC,-0.2392,0.0153,0.2545
CCC(=NO)CO,-0.2503,0.0051,0.2553
CC1CCC1=NO,-0.24,0.0099,0.2499
CC1NCC1=NO,-0.2291,0.004,0.2331
CC1OCC1=NO,-0.2477,-0.0022,0.2454
ON=C1CCC1O,-0.2503,-0.002,0.2483
C1C=CCC1=NO,-0.2347,0.011,0.2457
C1CC(=NO)C=C1,-0.2178,-0.0249,0.1929
C1C(=NO)C=CN1,-0.1873,-0.0122,0.1751
C1CCC(=NO)C1,-0.2369,0.0136,0.2505
C1COCC1=NO,-0.2485,0.0026,0.2511
CC(=NO)C1CC1,-0.2304,0.0138,0.2442
CC(=NO)C1CN1,-0.2316,0.0017,0.2333
CC(=NO)C1CO1,-0.2458,-0.0027,0.2432
ON=C1CC2CC12,-0.23,0.0164,0.2464
ON=C1CC2NC12,-0.2319,0.0083,0.2402
ON=C1CC2OC12,-0.2513,-0.0028,0.2485
ON=C1CN2CC12,-0.2324,0.002,0.2344
C#CC(F)(F)F,-0.3166,0.0022,0.3188
C(#N)C(F)(F)F,-0.3831,-0.0244,0.3587
C(=O)C(F)(F)F,-0.2957,-0.0714,0.2243
C(C(F)(F)F)N,-0.2571,0.0697,0.3268
C(C(F)(F)F)O,-0.2955,0.0532,0.3488
CCC(F)(F)F,-0.3543,0.0922,0.4465
Cc1cc([nH]c1)C,-0.1894,0.0527,0.2421
Cc1cc(oc1)C,-0.2072,0.0287,0.2359
Cc1cc(c[nH]1)N,-0.1686,0.0552,0.2239
Cc1cc(co1)N,-0.1872,0.0328,0.22
Cc1cc(c[nH]1)O,-0.1793,0.0498,0.229
Cc1cc(co1)O,-0.1985,0.0258,0.2243
Cc1cc([nH]c1)N,-0.1791,0.0592,0.2383
Cc1cc([nH]c1)O,-0.1782,0.0676,0.2458
Cc1c[nH]c(n1)O,-0.198,0.0562,0.2542
Cc1cc(oc1)N,-0.1811,0.045,0.2261
Cc1coc(n1)N,-0.2026,0.0352,0.2377
Cc1coc(n1)O,-0.2205,0.0268,0.2473
Cc1c[nH]c(n1)C,-0.206,0.0397,0.2457
Cc1coc(n1)C,-0.2274,0.014,0.2414
Cc1nc(co1)N,-0.1971,0.0174,0.2145
Cc1[nH]cc(n1)O,-0.1921,0.0343,0.2263
Cc1nc(co1)O,-0.2136,0.0085,0.2221
c1c(c[nH]c1N)N,-0.1637,0.0612,0.225
c1c(coc1N)N,-0.1699,0.0513,0.2213
c1c(c[nH]c1N)O,-0.174,0.0553,0.2293
c1c(coc1N)O,-0.1779,0.0453,0.2232
c1c(c[nH]c1O)N,-0.1633,0.0709,0.2342
c1c(nc([nH]1)O)N,-0.1739,0.0622,0.2361
c1c(nc(o1)O)N,-0.195,0.0349,0.2299
c1c(nc(o1)N)N,-0.182,0.0417,0.2236
c1c(nc([nH]1)N)O,-0.1786,0.0495,0.2281
c1c(nc(o1)N)O,-0.1945,0.0344,0.2288
c1c(c[nH]c1O)O,-0.1714,0.0648,0.2362
c1c(nc([nH]1)O)O,-0.1866,0.0565,0.2431
Cc1ccc([nH]1)C,-0.1849,0.0493,0.2342
Cc1ccc(o1)C,-0.2015,0.0273,0.2289
Cc1ccc([nH]1)N,-0.1766,0.0551,0.2317
Cc1ccc(o1)N,-0.1764,0.0421,0.2186
Cc1ccc([nH]1)O,-0.1738,0.0626,0.2364
Cc1cnc(o1)C,-0.2243,0.0129,0.2372
Cc1cnc(o1)N,-0.1993,0.0322,0.2315
Cc1cnc([nH]1)O,-0.1961,0.0513,0.2474
Cc1cnc(o1)O,-0.2163,0.0262,0.2425
Cc1ncc(o1)N,-0.196,0.0257,0.2217
Cc1[nH]c(cn1)O,-0.1933,0.0472,0.2404
c1cc([nH]c1N)N,-0.171,0.0618,0.2327
c1cc(oc1N)N,-0.1783,0.0406,0.2189
c1cc([nH]c1N)O,-0.1749,0.0646,0.2395
c1cc(oc1N)O,-0.1916,0.0354,0.227
c1c(oc(n1)N)N,-0.2014,0.0306,0.232
c1c([nH]c(n1)O)N,-0.1914,0.055,0.2464
c1c(oc(n1)O)N,-0.2191,0.0241,0.2432
c1cc([nH]c1O)O,-0.1637,0.0726,0.2363
c1c([nH]c(n1)O)O,-0.1858,0.0621,0.2479
CC1=CNC(=N)O1,-0.1875,0.0349,0.2224
Cc1c[nH]c(=O)[nH]1,-0.1889,0.0448,0.2337
Cc1c[nH]c(=O)o1,-0.2119,0.0277,0.2397
CC1=COC(=N)N1,-0.1893,0.035,0.2243
CC1=COC(=N)O1,-0.2175,0.0207,0.2382
Cc1coc(=O)[nH]1,-0.2139,0.0278,0.2418
Cc1coc(=O)o1,-0.2414,0.0124,0.2538
NC1=CNC(=N)O1,-0.176,0.0503,0.2263
c1c([nH]c(=O)[nH]1)N,-0.1795,0.0543,0.2338
c1c(oc(=O)[nH]1)N,-0.1911,0.0466,0.2378
NC1=COC(=N)O1,-0.2198,0.0181,0.2379
c1c([nH]c(=O)o1)N,-0.2028,0.0398,0.2427
c1c(oc(=O)o1)N,-0.2178,0.0334,0.2512
OC1=CNC(=N)O1,-0.1858,0.0486,0.2344
c1c([nH]c(=O)[nH]1)O,-0.1833,0.0512,0.2345
c1c(oc(=O)[nH]1)O,-0.2031,0.0458,0.2489
OC1=COC(=N)N1,-0.1871,0.0426,0.2297
OC1=COC(=N)O1,-0.2123,0.0416,0.2538
c1c(oc(=O)o1)O,-0.2319,0.0286,0.2605
Cc1ccn(c1)C,-0.1961,0.0494,0.2455
Cn1ccc(c1)N,-0.1719,0.0525,0.2244
Cn1ccc(c1)O,-0.1841,0.0475,0.2317
Cc1cn(cn1)C,-0.2122,0.0367,0.249
Cn1cc(nc1)N,-0.1822,0.0386,0.2207
Cn1cc(nc1)O,-0.1973,0.0318,0.229
N=C1C=COC=N1,-0.2413,-0.0317,0.2096
N=C1N=CNC=N1,-0.2328,-0.0391,0.1937
N=C1N=COC=N1,-0.2655,-0.0496,0.2159
c1c[nH]ccc1=O,-0.2147,-0.0104,0.2043
c1c[nH]cnc1=O,-0.2323,-0.0284,0.2039
c1coccc1=O,-0.2372,-0.0374,0.1998
c1cocnc1=O,-0.2557,-0.0481,0.2076
c1nc(=O)nco1,-0.2737,-0.0602,0.2136
N=C1NC=NC=N1,-0.2379,-0.0605,0.1774
N=C1OC=CC=C1,-0.2142,-0.0473,0.167
N=C1OC=CC=N1,-0.2368,-0.069,0.1678
N=C1OC=CN=C1,-0.2342,-0.0702,0.164
N=C1OC=NC=C1,-0.2407,-0.0592,0.1815
N=C1OC=NC=N1,-0.2666,-0.0812,0.1854
c1cc[nH]c(=O)c1,-0.2165,-0.0382,0.1783
c1c[nH]c(=O)nc1,-0.2398,-0.0592,0.1806
c1cncc(=O)[nH]1,-0.2327,-0.0614,0.1713
c1cnc[nH]c1=O,-0.2462,-0.0495,0.1966
c1[nH]c(=O)ncn1,-0.2704,-0.0708,0.1996
c1ccoc(=O)c1,-0.2389,-0.06,0.1788
c1cnc(=O)oc1,-0.2659,-0.0815,0.1844
c1coc(=O)cn1,-0.2579,-0.0857,0.1722
c1cncoc1=O,-0.2693,-0.0727,0.1966
c1ncoc(=O)n1,-0.2954,-0.0947,0.2008
Cc1ccccc1,-0.2361,0.0045,0.2407
Cc1ccncc1,-0.2489,-0.0177,0.2312
Cc1cccnc1,-0.248,-0.0209,0.2272
Cc1cnccn1,-0.2438,-0.0469,0.1969
Cc1cncnc1,-0.2478,-0.0379,0.2099
Cc1ccccn1,-0.2473,-0.0197,0.2276
Cc1ncccn1,-0.2443,-0.0361,0.2082
Cc1cnccn1,-0.2438,-0.0469,0.1969
Cc1ccncn1,-0.2484,-0.0362,0.2122
Cc1ncncn1,-0.2666,-0.0481,0.2184
c1ccc(cc1)N,-0.1991,0.0086,0.2077
c1cc(cnc1)N,-0.2124,-0.0137,0.1987
c1cnc(cn1)N,-0.2239,-0.0358,0.1881
c1c(cncn1)N,-0.2275,-0.0332,0.1943
c1ccnc(c1)N,-0.2112,-0.0104,0.2008
c1cnc(nc1)N,-0.2261,-0.0272,0.1989
c1cnc(cn1)N,-0.2239,-0.0357,0.1881
c1cncnc1N,-0.2369,-0.0189,0.218
c1ncnc(n1)N,-0.2547,-0.0356,0.2191
c1ccc(cc1)O,-0.2191,0.001,0.2201
c1cnccc1O,-0.251,-0.0094,0.2417
c1cc(cnc1)O,-0.2336,-0.0218,0.2118
c1cnc(cn1)O,-0.2486,-0.0474,0.2013
c1c(cncn1)O,-0.2509,-0.0425,0.2084
c1ccnc(c1)O,-0.2342,-0.0209,0.2133
c1cnc(nc1)O,-0.2562,-0.0416,0.2146
c1cnc(cn1)O,-0.2486,-0.0474,0.2013
c1cncnc1O,-0.2607,-0.0323,0.2284
c1ncnc(n1)O,-0.2773,-0.0535,0.2238
Cc1cc[nH]c1C,-0.1892,0.0522,0.2415
Cc1ccoc1C,-0.2067,0.0281,0.2348
Cc1c(nc[nH]1)C,-0.2061,0.0383,0.2443
Cc1c(ocn1)C,-0.2264,0.0118,0.2382
Cc1c(cc[nH]1)N,-0.1744,0.0523,0.2267
Cc1c(cco1)N,-0.1862,0.0313,0.2175
Cc1c(nco1)N,-0.1969,0.0129,0.2099
Cc1cc[nH]c1N,-0.1911,0.0569,0.248
Cc1ccoc1N,-0.1802,0.0407,0.2209
Cc1c(ocn1)N,-0.2294,0.0104,0.2398
Cc1c(cc[nH]1)O,-0.1779,0.0499,0.2278
Cc1c(cco1)O,-0.1959,0.0248,0.2208
Cc1c(nc[nH]1)O,-0.1912,0.0328,0.224
Cc1c(nco1)O,-0.2113,0.0055,0.2168
Cc1cc[nH]c1O,-0.1768,0.0585,0.2353
Cc1c([nH]cn1)O,-0.194,0.0466,0.2407
c1coc(c1N)N,-0.1862,0.0306,0.2168
c1nc(c(o1)N)N,-0.1975,0.0211,0.2186
c1c[nH]c(c1O)N,-0.1802,0.0547,0.2349
c1coc(c1O)N,-0.1809,0.0344,0.2153
c1[nH]c(c(n1)O)N,-0.1938,0.0369,0.2308
c1nc(c(o1)N)O,-0.2056,0.009,0.2146
c1c[nH]c(c1N)O,-0.1754,0.0638,0.2392
c1[nH]c(c(n1)N)O,-0.1938,0.0447,0.2385
c1coc(c1N)O,-0.1856,0.0309,0.2165
c1c[nH]c(c1O)O,-0.1747,0.0573,0.232
c1[nH]c(c(n1)O)O,-0.1804,0.0395,0.2198
Cc1c[nH]cc1C,-0.1946,0.0566,0.2512
Cc1c[nH]cc1N,-0.1733,0.0597,0.2329
Cc1c[nH]cc1O,-0.1843,0.0539,0.2382
Cc1cocc1C,-0.2131,0.0299,0.243
Cc1cocc1N,-0.1927,0.0345,0.2272
c1c(c(c[nH]1)N)N,-0.1708,0.064,0.2348
c1c(c(c[nH]1)O)N,-0.1829,0.0472,0.23
c1c(c(co1)N)N,-0.1911,0.0401,0.2312
c1c(c(c[nH]1)O)O,-0.1861,0.0534,0.2395
Cc1cccn1C,-0.191,0.0511,0.2421
Cn1cccc1N,-0.1817,0.0545,0.2363
Cn1cccc1O,-0.1787,0.0612,0.24
Cc1nccn1C,-0.2105,0.0365,0.2471
Cn1ccnc1O,-0.2013,0.0473,0.2485
Cc1cncn1C,-0.211,0.0372,0.2483
Cn1cncc1O,-0.1984,0.047,0.2454
Cn1cc[nH]c1=O,-0.1908,0.0385,0.2293
CN1C=COC1=N,-0.1889,0.0283,0.2172
Cn1ccoc1=O,-0.2148,0.0208,0.2355
C#Cc1ccc[nH]1,-0.2014,0.0006,0.202
C#Cc1ccco1,-0.2176,-0.0207,0.1969
C#Cc1cnc[nH]1,-0.2202,-0.0122,0.208
C#Cc1cnco1,-0.238,-0.035,0.203
C#Cc1[nH]ccn1,-0.2204,-0.0156,0.2049
C#Cc1ncco1,-0.2403,-0.039,0.2013
c1cc([nH]c1)C#N,-0.2336,-0.0234,0.2101
c1cc(oc1)C#N,-0.2523,-0.0466,0.2057
c1c([nH]cn1)C#N,-0.2551,-0.0376,0.2175
c1c(ocn1)C#N,-0.2763,-0.0623,0.214
c1cnc([nH]1)C#N,-0.2529,-0.0417,0.2111
c1coc(n1)C#N,-0.2753,-0.0673,0.208
C#Cc1cc[nH]c1,-0.2054,0.0167,0.2222
C#Cc1c[nH]cn1,-0.2181,0.005,0.2231
C#Cc1ccoc1,-0.2252,-0.0079,0.2173
C#Cc1cocn1,-0.2394,-0.021,0.2184
c1c[nH]cc1C#N,-0.2362,-0.0066,0.2296
c1c(nc[nH]1)C#N,-0.2538,-0.0199,0.2339
c1cocc1C#N,-0.2568,-0.0328,0.224
c1c(nco1)C#N,-0.2774,-0.0473,0.2302
c1cc([nH]c1)C=O,-0.2294,-0.0431,0.1863
c1cc(oc1)C=O,-0.249,-0.0596,0.1894
c1c([nH]cn1)C=O,-0.2497,-0.0566,0.193
c1c(ocn1)C=O,-0.2678,-0.0741,0.1937
c1cnc([nH]1)C=O,-0.2477,-0.0592,0.1885
c1coc(n1)C=O,-0.2688,-0.0791,0.1897
c1c[nH]cc1C=O,-0.2273,-0.0298,0.1975
c1c(nc[nH]1)C=O,-0.2422,-0.0372,0.205
c1cocc1C=O,-0.2469,-0.0513,0.1956
c1c(nco1)C=O,-0.2599,-0.0583,0.2016
c1ccn(c1)C=O,-0.2311,-0.0376,0.1934
c1cn(cn1)C=O,-0.2518,-0.0549,0.1969
CN=c1[nH]cco1,-0.1875,0.0308,0.2183
CN=c1occo1,-0.2156,0.0162,0.2318
CCc1ccc[nH]1,-0.1938,0.0483,0.2422
CCc1ccco1,-0.2123,0.0232,0.2355
CCc1cnco1,-0.2358,0.0065,0.2423
CCc1[nH]ccn1,-0.2142,0.0354,0.2496
CCc1ncco1,-0.2364,0.0081,0.2445
CNc1ccc[nH]1,-0.1857,0.0529,0.2386
CNc1ccco1,-0.1783,0.0405,0.2189
